V1,V2,V3,V4,V5,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,name1,name2,name4,name6,name3,name5,family1,family2,family3,family4,family5,family6,age1,age2,age3,age4,age5,age6,experience1,experience2,experience3,experience4,experience5,experience6,margin,consent,Q75,inputstate,votereg,year_born,pid3,dem_strength,rep_strength,ind_lean,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,women_lgbtq_4,women_lgbtq_5,women_lgbtq_6,women_lgbtq_7,women_lgbtq_9,Q36_1,Q36_2,Q36_3,Q36_4,acknowledgment,socialism,fave_grid_1,fave_grid_2,fave_grid_3,fave_grid_5,fave_grid_6,fave_grid_7,fave_grid_10,mip_open,G2.Q2_1,G2.Q2_2,G2.Q2_3,G2.Q2_4,G2.Q2_5,G2.Q2_6,G2.Q2_7,G2.Q2_8,G2.Q2_9,G2.Q3_1_Group,G2.Q3_1_Rank,G2.Q3_2_Group,G2.Q3_2_Rank,G2.Q3_3_Group,G2.Q3_3_Rank,G2.Q3_4_Group,G2.Q3_4_Rank,G2.Q3_5_Group,G2.Q3_5_Rank,G2.Q3_6_Group,G2.Q3_6_Rank,G2.Q3_7_Group,G2.Q3_7_Rank,G2.Q3_8_Group,G2.Q3_8_Rank,work_status_1,work_status_2,work_status_3,work_status_4,work_status_5,work_status_6,work_status_7,work_status_8,work_status_9,work_status_9_TEXT,financial_impact,attribution_1,attribution_2,attribution_3,attribution_4,attribution_5,attribution_6,attribution_7,attribution_8,attribution_8_TEXT,Q28,trumplose,bidenlose,Q75_1,Q75_2,Q75_3,Q75_4,whytrump,whybiden,represents_1,represents_2,represents_3,represents_4,favorsDem,favorsRep,mostimpt,m4a_control,m4a_econ,m4a_soc,covid_control,covid_econ,covid_soc,gnd_control,gnd_labeled,gnd_unlabeled,Q1,Q162,cong1,cj4,Q48_1,Q48_2,Q48_3,Q48_4,cong2,cj5,Q49_1,Q49_2,Q49_3,Q49_4,cong3,cj6,Q50_1,Q50_2,Q50_3,Q50_4,DO_BR_FL_141,DO_BR_FL_6,DO_BR_FL_7,DO_BR_FL_8,DO_BR_FL_9,DO_BR_FL_10,DO_BR_FL_11,DO_BR_FL_12,DO_BR_FL_13,DO_BR_FL_14,DO_BR_FL_15,DO_BR_FL_16,DO_BR_FL_17,DO_BL_group2_lucas_ryan,DO_BL_M4AExperiment,DO_BL_COVIDExperiment,DO_BL_gnd_experiment,DO_Q_acknowledgment,DO_Q_socialism,DO_Q_fave_grid,DO_Q_presvote2020,DO_Q_presvote2020_voted,DO_Q_G2.Q3,DO_Q_women_lgbtq,DO_Q_presvote_2020lean,DO_Q_mostimpt,DO_Q_G2.Q2,DO_Q_presvote16_post,DO_Q_attribution,age_asked,agediff,duration,race4,agecat,educ,pid7,educ4,weduc,geduc,gregion,grace,agerace,prez16,nationalweight,income_new,vote_history,interest,registration,race,partisan_strength,year,Voted,lvweight
R_bKKoLtC594HDqCt,NA,10/25/20 9:49,10/25/20 9:58,1,5f959e40-96b4-41c2-0dab-3bfb225bf495,39,2,1,1,1,3,10,3,74745,Mary,Emma,Hannah,Elizabeth,Barbara,Linda,Husband and three children,Husband and two children,Husband and no children,Wife and no children,Husband and three children,Husband and three children,65,67,65,51,52,63,10,11,21,10,17,23,9,1,1,37,1,1981,2,NA,1,NA,5,1,7,2,1,NA,NA,1,1,6,2,2,5,3,1,1,6,4,1.137,32.153,33.102,11,6,3,3,5,1,3,5,3,2,God,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,6.295,21.733,22.48,3,NA,Because they rechnicallt aee tiied,1,1,1,1,2,1,2,1,NA,NA,NA,1,NA,NA,5,NA,5,1,1,2,0.516,19.816,20.872,10,1,1,3.119,13.554,14.265,8,1,1,1.324,13.688,14.469,6,fave|socialism,FL_134,FL_126,FL_120,FL_113,FL_104,FL_97,FL_88,FL_78,FL_66,FL_59,FL_56,FL_48,mip_open|G2.Q2,m4a_control,covid_econ,gnd_labeled,6|5|4|3|2|1,5|4|2|1|3,2|6|5|7|10|3|1,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|4|9|7|6,1|2|9|8,8|7|6|5|4|3|2|1,7|4|1|5|6|9|3|2|8,1|2|3|4|5|6|7,1|4|2|7|5|3|6|8,39,1,9.15,1,2,3,7,2,2,7,NA,5,1,4,0.817127396,1,0,2,1,1,1,2020,0.046,0.03758786
R_25Mc4cYit0L6ngZ,NA,10/25/20 9:47,10/25/20 9:58,1,5f959dfc-73a7-9325-6202-a35642fc55a3,64,2,8,1,1,3,10,3,32535,Mary,William,George,Emma,Robert,Mary,Husband and no children,Wife and two children,Husband and three children,Husband and three children,Husband and two children,Husband and one child,61,64,69,50,70,56,16,12,21,15,14,20,11,1,1,10,1,1956,2,NA,1,NA,5,1,7,3,NA,2,NA,12,1,6,1,3,5,4,2,4,5,4,28.761,58.985,60.46,5,5,1,1,1,5,4,3,3,2,COVID,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,1,1,0,3,NA,NA,1,3,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,23.44,23.44,25.457,1,BECAUSE HE HAS DONE MORE FOR THIS COUTRY IN 4 YEARS THEN BIDEN HAS IN 47 YEARS,NA,2,2,2,1,1,3,2,NA,2,NA,NA,NA,1,3,NA,NA,1,1,1,1,22.355,22.355,24.72,1,1,1,12.322,12.322,14.53,1,1,2,8.189,8.189,10.465,1,socialism|fave,FL_134,FL_122,FL_116,FL_110,FL_100,FL_94,FL_82,FL_79,FL_72,FL_64,FL_54,FL_44,mip_open|G2.Q3,m4a_econ,covid_soc,gnd_control,6|5|4|3|2|1,1|2|4|5|3,6|5|3|2|10|7|1,2|1|3|4|8,2|1|3|4,2|1|8|6|5|7|4|3,6|5|9|7|4,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,64,0,10.62,1,5,3,7,2,2,7,NA,5,5,4,0.809378612,2,0,1,1,1,1,2020,0.97,0.785097253
R_Dv4YW3yLTecQn1T,NA,10/25/20 9:49,10/25/20 9:58,1,5f959e59-e6b3-7d4d-40dd-da5db6c8810d,60,2,9,1,1,2,9,3,76067,Linda,Benjamin,Matthew,Matthew,Michael,Jennifer,Husband and no children,Husband and two children,Husband and three children,Wife and one child,Wife and one child,Wife and one child,45,49,66,61,49,47,18,16,16,18,11,11,8,1,1,45,1,1960,2,NA,2,NA,3,4,2,1,2,NA,NA,1,2,1,1,2,3,2,2,2,6,4,4.038,37.91,39.334,11,3,1,2,1,5,2,2,3,2,Covid,2,2,2,3,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3.582,16.331,17.308,5,NA,NA,2,2,2,2,1,1,2,1,NA,NA,NA,1,NA,3,NA,NA,2,1,1,1,3.844,24.2,25.201,14,1,2,2.709,20.323,20.943,14,1,2,1.827,15.684,16.201,11,fave|socialism,FL_137,FL_123,FL_117,FL_109,FL_101,FL_95,FL_82,FL_78,FL_72,FL_61,FL_53,FL_45,mip_open|G2.Q2,m4a_control,covid_econ,gnd_control,6|5|4|3|2|1,5|4|2|1|3,2|5|1|6|10|3|7,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,7|4|9|5|6,1|2|9|8,8|7|6|5|4|3|2|1,1|5|6|2|3|4|7|8|9,2|1|3|4|5|6|7,1|6|7|5|2|4|3|8,60,1,9.2,1,4,2,6,1,1,7,NA,5,3,2,1.051771219,2,1,1,1,1,2,2020,1,1.051771219
R_xx6T6sjqtssGt7r,NA,10/25/20 9:44,10/25/20 9:58,1,5f959d4c-1240-d45d-cbd1-e5f0f5a9d7bc,31,2,7,2,1,2,3,3,27803,John,Hannah,George,George,Robert,James,Husband and two children,Wife and two children,Wife and three children,Wife and two children,Husband and no children,Husband and no children,56,45,45,47,46,66,21,10,15,17,18,20,7,1,1,34,1,1989,3,NA,NA,1,3,5,1,3,NA,1,NA,11,1,4,3,1,4,3,2,1,1,4,13.782,54.899,56.417,9,1,1,3,4,1,3,2,3,2,Covid 19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,1,3,0,2,0,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,12.249,25.687,26.606,4,NA,Not Sure,1,1,2,2,3,1,4,NA,1,NA,NA,NA,1,NA,1,NA,4,1,1,2,9.242,28.296,29.001,12,1,2,6.665,28.802,29.321,7,1,1,7.235,21.788,22.774,6,socialism|fave,FL_131,FL_128,FL_116,FL_108,FL_100,FL_90,FL_86,FL_79,FL_73,FL_63,FL_50,FL_42,mip_open|G2.Q3,m4a_econ,covid_soc,gnd_labeled,6|5|4|3|2|1,1|2|4|5|3,3|2|1|5|10|6|7,1|2|3|4|8,1|2|3|4,5|6|1|2|7|8|3|4,7|4|9|5|6,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|2|5|4|6|7|3|8,31,0,13.82,2,2,2,3,1,5,7,NA,6,2,1,1.822249679,2,1,3,1,2,3,2020,0.558,1.016815321
R_1f1RdfgyqXig6zv,NA,10/25/20 9:43,10/25/20 9:58,1,5f959d1e-0c70-d39a-3d0d-dde805503911,27,2,1,1,1,2,5,3,29053,Michael,Benjamin,George,William,Michael,Robert,Husband and one child,Wife and three children,Wife and two children,Wife and one child,Husband and two children,Wife and two children,45,59,62,49,67,59,23,24,17,13,19,16,14,1,1,42,3,1993,3,NA,NA,2,3,6,7,1,2,NA,NA,1,1,7,1,3,4,5,1,4,6,4,3.975,27.323,31.563,9,1,1,3,1,4,3,3,3,2,Racism,3,3,2,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,2.378,12.377,13.244,5,He is the one that should win the election.,NA,2,2,2,1,3,1,5,NA,NA,1,NA,1,NA,NA,NA,4,4,1,1,2,7.137,14.799,15.395,9,1,2,36.992,39.143,39.8,3,1,2,0.601,1.852,2.801,2,fave|socialism,FL_133,FL_123,FL_116,FL_106,FL_101,FL_92,FL_84,FL_81,FL_71,FL_61,FL_54,FL_47,mip_open|G2.Q2,m4a_soc,covid_econ,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,2|1|6|5|10|3|7,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,5|6|9|7|4,1|2|9|8,8|7|6|5|4|3|2|1,3|5|7|6|2|4|9|1|8,1|2|3|4|5|6|7,1|6|7|2|5|4|3|8,27,0,14.92,1,1,2,5,1,1,7,NA,5,1,4,0.876835918,1,0,1,0,1,3,2020,0.072,0.063132186
R_2CUnbQA67XAycv6,NA,10/25/20 9:51,10/25/20 9:58,1,5f959ed9-cb74-f9fa-0d8c-f496c225e9f2,70,1,11,1,1,5,1,4,89011,Robert,Emma,William,William,Robert,James,Husband and three children,Wife and three children,Husband and one child,Wife and no children,Husband and two children,Husband and three children,47,50,69,64,59,54,20,15,17,19,12,22,10,1,1,29,1,1950,1,1,NA,NA,2,1,1,3,NA,1,NA,12,2,5,1,2,3,4,1,3,5,4,10.503,23.774,25.262,5,2,4,4,4,1,1,4,5,2,retiring Trump,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,0,1,0,2,1,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,9.569,9.569,10.648,1,NA,NA,1,1,1,2,2,1,5,1,NA,NA,1,NA,NA,4,NA,NA,3,1,1,2,17.419,17.419,18.84,1,1,1,8.692,8.692,9.921,1,1,2,11.346,11.346,16.107,1,socialism|fave,FL_132,FL_126,FL_114,FL_106,FL_100,FL_90,FL_88,FL_81,FL_68,FL_59,FL_54,FL_48,mip_open|G2.Q3,m4a_control,covid_control,gnd_control,1|2|3|4|5|6,1|2|4|5|3,7|5|2|1|10|6|3,2|1|3|4|8,2|1|3|4,4|1|8|3|6|2|7|5,7|4|9|6|5,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|7|6|5|4|3|2|8,70,0,7.63,1,6,5,1,3,3,4,NA,1,5,1,1.066692821,2,1,1,1,1,1,2020,1,1.066692821
R_1rHZRlX6WiGLAZm,NA,10/25/20 9:53,10/25/20 9:58,1,5f959f65-8401-9813-880e-9634b35af6ce,36,1,8,1,1,5,9,2,63118,Jennifer,Janet,George,William,Jennifer,Michael,Husband and one child,Husband and no children,Husband and one child,Wife and one child,Wife and no children,Husband and three children,65,67,52,46,48,52,23,14,18,21,17,13,12,1,1,26,1,1984,2,NA,2,NA,4,5,2,1,2,NA,NA,2,2,1,2,2,3,4,3,2,5,4,2.04,15.516,16.303,10,1,2,3,1,5,1,4,3,2,Quarantined economy,2,2,2,2,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3.22,6.287,7.144,2,Because with all of the absentee ballots nobody is going to know the true outcome until a while after election day.,NA,2,1,2,2,3,1,7,NA,1,NA,1,NA,NA,2,NA,NA,2,1,1,1,2.309,12.255,12.932,12,1,2,1.788,10.952,11.636,8,1,1,0.741,9.052,9.601,3,socialism|fave,FL_135,FL_127,FL_116,FL_106,FL_103,FL_93,FL_84,FL_74,FL_68,FL_61,FL_51,FL_48,mip_open|G2.Q2,m4a_econ,covid_control,gnd_control,1|2|3|4|5|6,1|2|4|5|3,6|5|2|7|10|1|3,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|4|9|6|7,1|2|9|8,1|2|3|4|5|6|7|8,1|3|5|9|8|4|2|7|6,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,36,0,5.4,1,2,5,6,3,3,2,NA,1,1,2,0.512788451,2,1,2,1,1,2,2020,0.094,0.048202114
R_2qrzbUZYHvVi6wA,NA,10/25/20 9:54,10/25/20 9:58,1,5f959f88-80db-d245-73fd-1ef027d9c7e2,43,2,-3105,1,1,5,9,4,80123,Mary,Hannah,Emma,Benjamin,Jennifer,James,Wife and no children,Husband and two children,Wife and two children,Husband and one child,Husband and three children,Husband and three children,56,58,55,66,55,46,23,20,13,11,19,18,8,1,1,6,2,1977,2,NA,2,NA,4,1,2,3,NA,1,NA,1,2,2,1,2,3,2,1,3,4,4,7.717,20.646,21.45,5,2,2,3,2,1,3,3,3,2,CoVid,2,2,1,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,7.975,7.975,9.556,1,NA,NA,2,2,2,1,3,1,2,NA,2,NA,NA,2,NA,NA,4,NA,2,1,1,2,15.708,15.708,16.796,1,1,1,4.471,4.471,5.819,1,1,2,7.211,7.211,8.589,1,socialism|fave,FL_134,FL_128,FL_118,FL_107,FL_103,FL_90,FL_83,FL_78,FL_71,FL_60,FL_56,FL_48,mip_open|G2.Q2,m4a_econ,covid_econ,gnd_labeled,6|5|4|3|2|1,1|2|4|5|3,5|6|3|1|10|2|7,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,6|5|9|4|7,1|2|9|8,1|2|3|4|5|6|7|8,4|6|2|1|5|9|7|8|3,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,43,0,4.28,1,3,5,6,3,3,8,NA,5,3,2,0.528603383,4,1,1,0,1,2,2020,0.31,0.163867049
R_2ZTQw9ga89EZhEu,NA,10/25/20 9:49,10/25/20 9:58,1,5f959e55-7f3a-3ed9-85de-9574cf89f596,33,1,13,1,1,5,2,4,92832,Jennifer,Elizabeth,Hannah,Hannah,Jennifer,Robert,Wife and two children,Wife and two children,Wife and one child,Husband and three children,Husband and one child,Husband and two children,69,65,45,49,54,49,17,13,14,25,14,14,12,1,1,5,1,1987,1,2,NA,NA,3,5,6,1,3,NA,NA,9,2,2,2,1,4,5,6,3,1,4,26.439,35.219,36.01,10,5,1,1,1,1,3,1,3,2,Very irritating,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,2,NA,NA,2,NA,NA,2,1,NA,NA,4,1,1,1,0.547,1.867,2.439,4,1,2,0.052,0.948,1.482,3,1,1,25.499,26.819,27.391,4,fave|socialism,FL_135,FL_129,FL_120,FL_112,FL_103,FL_92,FL_87,FL_79,FL_69,FL_64,FL_52,FL_46,mip_open|G2.Q3,m4a_soc,covid_soc,gnd_control,1|2|3|4|5|6,5|4|2|1|3,1|5|6|7|10|2|3,2|1|3|4|8,2|1|3|4,5|2|6|7|4|3|8|1,7|5|9|4|6,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|6|3|4|7|2|5|8,33,0,9.25,1,2,5,2,3,3,4,NA,1,1,3,0.63092415,2,1,2,1,1,2,2020,0.14,0.088329381
R_25XSXtHPcNJPixv,NA,10/25/20 9:47,10/25/20 9:59,1,5f959df8-d6e8-4804-001a-a42b1e242de6,37,2,6,1,1,5,10,3,34952,Jennifer,George,Emma,Matthew,Robert,James,Wife and three children,Husband and one child,Husband and two children,Wife and one child,Wife and one child,Wife and three children,46,46,67,48,45,55,15,12,21,23,19,10,15,1,1,10,1,1983,2,NA,1,NA,2,5,2,1,2,NA,NA,12,2,1,2,1,3,4,2,3,2,4,3.054,32.472,33.763,10,6,1,2,1,5,2,2,3,2,Political injustice,2,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,1.754,14.291,15.3,3,Joe Biden is not fit to be president.,NA,2,2,2,1,1,2,2,NA,2,NA,NA,NA,1,3,NA,NA,5,1,1,1,1.846,17.351,18.153,7,1,1,1.812,13.455,14.119,6,1,2,2.929,8.455,9.178,5,fave|socialism,FL_135,FL_124,FL_118,FL_109,FL_100,FL_90,FL_89,FL_76,FL_70,FL_61,FL_53,FL_49,mip_open|G2.Q2,m4a_econ,covid_soc,gnd_control,6|5|4|3|2|1,1|2|4|5|3,3|2|7|1|10|5|6,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,6|5|9|4|7,1|2|9|8,1|2|3|4|5|6|7|8,9|3|7|6|5|8|1|4|2,2|1|3|4|5|6|7,1|3|7|6|4|5|2|8,37,0,11.42,1,2,5,7,3,3,7,NA,5,1,2,0.454977443,1,1,2,1,1,1,2020,0.948,0.431318616
R_2DTtcWRhTxcYFUk,NA,10/25/20 9:50,10/25/20 9:59,1,5f959e9c-ea52-77a4-f5d0-57976d06f26b,26,2,2,1,1,5,3,2,43008,John,William,Janet,Elizabeth,Linda,John,Husband and two children,Husband and three children,Wife and two children,Husband and one child,Wife and no children,Husband and no children,45,48,56,56,51,58,14,22,13,15,22,20,4,1,1,36,3,1994,3,NA,NA,1,3,3,7,5,8,NA,2,12,2,2,4,3,5,5,1,3,6,4,0.811,27.798,29.978,19,3,3,3,1,4,3,3,3,2,"Economic, work issues.",3,3,3,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,Work has decreased due to lack of childcare providers,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2.125,7.978,8.658,3,NA,NA,1,1,1,2,3,1,7,1,NA,NA,NA,NA,1,NA,4,NA,3,1,1,1,0.815,18.399,19.41,18,1,1,4.183,16.2,17.026,10,1,2,3.39,19.142,19.638,12,fave|socialism,FL_131,FL_122,FL_119,FL_113,FL_105,FL_91,FL_86,FL_80,FL_71,FL_60,FL_51,FL_42,mip_open|G2.Q2,m4a_control,covid_soc,gnd_labeled,1|2|3|4|5|6,1|2|4|5|3,3|6|5|7|10|1|2,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,4|6|9|5|7,2|1|8|9,1|2|3|4|5|6|7|8,1|4|5|9|6|3|7|2|8,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,26,0,8.65,1,1,5,3,3,3,6,NA,5,1,4,0.597278867,1,0,4,0,1,3,2020,0.004,0.002389115
R_1FqYMesclvRls7C,NA,10/25/20 9:49,10/25/20 9:59,1,5f959e2e-b295-dd57-79d2-c7751cff74ce,32,2,6,1,1,3,9,2,67216,Michael,Matthew,George,George,Mary,Barbara,Wife and two children,Wife and no children,Husband and no children,Wife and three children,Wife and one child,Wife and two children,57,49,59,56,66,67,21,21,12,18,13,13,13,1,1,17,1,1988,2,NA,2,NA,3,1,3,1,8,NA,1,1,1,1,2,1,4,2,1,2,6,4,9.01,35.946,36.701,7,1,3,3,2,1,3,4,3,2,The coronavirus pandemic,3,3,3,1,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,19.121,19.546,20.213,2,NA,"Listen, I'm a republican but I really dislike Trump in anything to get him out would be what's best for the country",2,2,1,1,2,3,2,NA,1,NA,NA,NA,1,NA,3,NA,5,1,1,1,2.747,13.505,14.097,8,1,2,2.85,8.231,8.821,3,1,1,1.638,13.311,13.901,4,socialism|fave,FL_133,FL_125,FL_116,FL_108,FL_102,FL_96,FL_87,FL_75,FL_66,FL_65,FL_53,FL_47,mip_open|G2.Q2,m4a_econ,covid_soc,gnd_labeled,1|2|3|4|5|6,1|2|4|5|3,1|2|5|6|10|7|3,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,4|7|9|5|6,2|1|8|9,1|2|3|4|5|6|7|8,3|4|2|1|6|7|9|8|5,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,32,0,9.97,1,2,3,6,2,2,6,NA,5,1,3,1.190172995,1,1,2,1,1,2,2020,0.964,1.147326768
R_1EcC8XkC63WARB7,NA,10/25/20 9:49,10/25/20 9:59,1,5f959e87-a1e7-be3b-0d4a-9d02fc663965,27,2,19,1,1,6,1,2,47713,James,George,Hannah,Elizabeth,Mary,Barbara,Wife and one child,Husband and two children,Wife and three children,Wife and two children,Husband and no children,Wife and three children,49,61,69,54,49,58,20,18,17,16,22,14,2,1,1,15,1,1993,1,1,NA,NA,1,5,1,1,1,NA,NA,2,1,1,1,2,1,6,2,5,5,4,1.319,18.061,18.598,10,2,5,2,5,1,4,3,4,2,Covid,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,2,1,3,1,2,0,3,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,5.4,6.607,7.619,3,NA,I don't think huge gonna loose,2,2,2,2,1,1,8,NA,1,NA,1,NA,NA,NA,NA,2,1,1,1,2,7.05,27.301,28.312,9,1,2,7.951,14.058,14.835,6,1,1,2.013,7.362,8.125,3,fave|socialism,FL_130,FL_124,FL_120,FL_113,FL_102,FL_96,FL_85,FL_78,FL_73,FL_63,FL_50,FL_49,mip_open|G2.Q3,m4a_econ,covid_control,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,3|6|7|5|10|1|2,2|1|3|4|8,2|1|3|4,2|8|7|1|3|6|5|4,4|7|9|5|6,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,27,0,9.37,1,1,6,1,4,4,6,NA,5,1,1,0.804771743,3,1,1,1,1,1,2020,0.992,0.798333569
R_2aLAe1wUSPlN0Ea,NA,10/25/20 9:49,10/25/20 9:59,1,5f959e6e-135c-90f4-a678-60352874f41c,73,1,13,1,1,6,2,3,21044,John,George,Benjamin,Benjamin,Barbara,James,Husband and three children,Wife and one child,Wife and no children,Husband and two children,Wife and no children,Husband and no children,54,56,46,59,52,46,21,15,11,20,22,18,6,1,1,21,1,1947,1,2,NA,NA,4,6,4,1,2,NA,NA,2,2,5,1,2,3,5,1,4,6,4,6.63,40.435,41.93,6,6,1,1,1,4,2,2,3,2,Public safety,2,1,2,1,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,retired,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,18.055,21.27,22.885,3,NA,NA,2,2,2,2,1,1,5,NA,2,NA,1,NA,NA,NA,1,NA,1,1,1,1,7.648,26.02,27.096,8,1,2,7.516,14.878,16.196,7,1,1,4.448,24.31,25.746,5,fave|socialism,FL_131,FL_124,FL_115,FL_107,FL_104,FL_90,FL_88,FL_77,FL_67,FL_62,FL_51,FL_42,mip_open|G2.Q2,m4a_econ,covid_control,gnd_labeled,1|2|3|4|5|6,1|2|4|5|3,7|1|3|6|10|5|2,2|1|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,7|6|9|4|5,1|2|9|8,1|2|3|4|5|6|7|8,8|6|1|4|7|3|9|5|2,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,73,1,9.52,1,6,6,2,4,4,3,NA,1,5,3,1.443163002,2,1,1,1,1,2,2020,1,1.443163002
